128, 17.742, 15
256, 27.7253, 42
512, 42.8083, 135
1024, 68.0595, 591
2048, 107.301, 2461
4096, 169.188, 10320
8192, 267.593, 43748
16384, 422.421, 182936
32768, 668.404, 868422
