128, 7.66888, 11
256, 10.7246, 42
512, 14.9188, 131
1024, 21.0982, 540
2048, 29.7985, 2291
4096, 41.8793, 10130
8192, 59.0104, 41404
16384, 83.2363, 173624
32768, 117.434, 825755
