128, 12.3866, 2
256, 21.0206, 4
512, 36.564, 12
1024, 67.6121, 18
2048, 118.378, 38
4096, 216.902, 91
8192, 399.689, 281
16384, 742.245, 928
32768, 1377.98, 3349
65536, 2588.83, 12724
131072, 4825.85, 48372
262144, 9123.43, 188162
